Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,E-mail 2 - Type,E-mail 2 - Value
Kerby Ivan,Kerby,,Ivan,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KerbyIvan@selectiva.com,,
Keri Shepard,Keri,,Shepard,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KeriShepard@selectiva.com,,
Kermie Ramelet,Kermie,,Ramelet,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KermieRamelet@selectiva.com,,
Kermy McMoyer,Kermy,,McMoyer,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kermy@selectiva.com,,
Kerr Plomer,Kerr,,Plomer,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KerrPlomer@selectiva.com,,
Kerri Batham,Kerri,,Batham,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kerri@selectiva.com,,
Kerrie Smith,Kerrie,,Smith,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KerrieSmith@selectiva.com,,
Kerwin Badini,Kerwin,,Badini,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KerwinBadini@selectiva.com,,
Ketti Gellion,Ketti,,Gellion,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KettiGellion@selectiva.com,,
Kevan Paridge,Kevan,,Paridge,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kevan@selectiva.com,,
Keven Sleight,Keven,,Sleight,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KevenSleight@selectiva.com,,
Kevin Everard,Kevin,,Everard,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KevinEverard@selectiva.com,,
Kiel Meric,Kiel,,Meric,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KielMeric@selectiva.com,,
Kiersten Gidley,Kiersten,,Gidley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kiersten@selectiva.com,,
Kilian Semor,Kilian,,Semor,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KilianSemor@selectiva.com,,
Killian Van Geffen,Killian,,Van Geffen,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KillianVan Geffen@selectiva.com,,
Kim Struss,Kim,,Struss,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KimStruss@selectiva.com,,
Kimbell Oliveto,Kimbell,,Oliveto,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KimbellOliveto@selectiva.com,,
Kimble Truett,Kimble,,Truett,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kimble@selectiva.com,,
Kinny Girth,Kinny,,Girth,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KinnyGirth@selectiva.com,,
Kipp Bernlin,Kipp,,Bernlin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KippBernlin@selectiva.com,,
Kipp Sanbroke,Kipp,,Sanbroke,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KippSanbroke@selectiva.com,,
Kirbie Ruxton,Kirbie,,Ruxton,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KirbieRuxton@selectiva.com,,
Kissee Ketts,Kissee,,Ketts,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kissee@selectiva.com,,
Kissiah Boase,Kissiah,,Boase,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KissiahBoase@selectiva.com,,
Kit Garza,Kit,,Garza,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kit@selectiva.com,,
Kizzee Burnes,Kizzee,,Burnes,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KizzeeBurnes@selectiva.com,,
Klara Barraclough,Klara,,Barraclough,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KlaraBarraclough@selectiva.com,,
Klaus Nortcliffe,Klaus,,Nortcliffe,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KlausNortcliffe@selectiva.com,,
Klement Smallthwaite,Klement,,Smallthwaite,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KlementSmallthwaite@selectiva.com,,
Koren Josephoff,Koren,,Josephoff,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KorenJosephoff@selectiva.com,,
Koren Wyeth,Koren,,Wyeth,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KorenWyeth@selectiva.com,,
Koressa Mayman,Koressa,,Mayman,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KoressaMayman@selectiva.com,,
Koressa Pride,Koressa,,Pride,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KoressaPride@selectiva.com,,
Korie Bridgeman,Korie,,Bridgeman,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KorieBridgeman@selectiva.com,,
Korrie Keunemann,Korrie,,Keunemann,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KorrieKeunemann@selectiva.com,,
Kory Barkworth,Kory,,Barkworth,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kory@selectiva.com,,
Krissy Pretley,Krissy,,Pretley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Krissy@selectiva.com,,
Kristine Leist,Kristine,,Leist,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KristineLeist@selectiva.com,,
Kristofer Johncey,Kristofer,,Johncey,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KristoferJohncey@selectiva.com,,
Kristoforo Ranyell,Kristoforo,,Ranyell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kristoforo@selectiva.com,,
Kristos Godwyn,Kristos,,Godwyn,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kristos@selectiva.com,,
Krysta Bronot,Krysta,,Bronot,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KrystaBronot@selectiva.com,,
Krystalle Pountain,Krystalle,,Pountain,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Krystalle@selectiva.com,,
Kyla Rosa,Kyla,,Rosa,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,KylaRosa@selectiva.com,,
Kyrstin Ditt,Kyrstin,,Ditt,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Kyrstin@selectiva.com,,
Lacy Laraway,Lacy,,Laraway,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LacyLaraway@selectiva.com,,
Lacy Meredyth,Lacy,,Meredyth,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lacy@selectiva.com,,
Laina Cardenosa,Laina,,Cardenosa,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Laina@selectiva.com,,
Laina Eagers,Laina,,Eagers,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Laina@selectiva.com,,
Lainey Merlin,Lainey,,Merlin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LaineyMerlin@selectiva.com,,
Lainey Treker,Lainey,,Treker,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LaineyTreker@selectiva.com,,
Lance Hortop,Lance,,Hortop,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LanceHortop@selectiva.com,,
Lancelot Buckner,Lancelot,,Buckner,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LancelotBuckner@selectiva.com,,
Lane Hostan,Lane,,Hostan,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lane@selectiva.com,,
Lani Alfonsetto,Lani,,Alfonsetto,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LaniAlfonsetto@selectiva.com,,
Lanita Holttom,Lanita,,Holttom,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LanitaHolttom@selectiva.com,,
Lannie Scoon,Lannie,,Scoon,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LannieScoon@selectiva.com,,
Lanny Sugars,Lanny,,Sugars,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lanny@selectiva.com,,
Lara Fritschmann,Lara,,Fritschmann,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LaraFritschmann@selectiva.com,,
Larina Liggons,Larina,,Liggons,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LarinaLiggons@selectiva.com,,
Larry Bowfin,Larry,,Bowfin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LarryBowfin@selectiva.com,,
Latia Rowsel,Latia,,Rowsel,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LatiaRowsel@selectiva.com,,
Laurel Morecomb,Laurel,,Morecomb,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LaurelMorecomb@selectiva.com,,
Laurena Klimmek,Laurena,,Klimmek,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LaurenaKlimmek@selectiva.com,,
Laurent Cobley,Laurent,,Cobley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LaurentCobley@selectiva.com,,
Laurent Kidman,Laurent,,Kidman,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LaurentKidman@selectiva.com,,
Laurie Borrie,Laurie,,Borrie,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LaurieBorrie@selectiva.com,,
Lavena Lints,Lavena,,Lints,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lavena@selectiva.com,,
Laverna Ingreda,Laverna,,Ingreda,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LavernaIngreda@selectiva.com,,
Lawrence Godsell,Lawrence,,Godsell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lawrence@selectiva.com,,
Lawrence McKibbin,Lawrence,,McKibbin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lawrence@selectiva.com,,
Layton Lamar,Layton,,Lamar,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Layton@selectiva.com,,
Lazar Schirok,Lazar,,Schirok,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LazarSchirok@selectiva.com,,
Lazaro Tothe,Lazaro,,Tothe,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lazaro@selectiva.com,,
Leah Bruyett,Leah,,Bruyett,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeahBruyett@selectiva.com,,
Lebbie Schaffler,Lebbie,,Schaffler,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LebbieSchaffler@selectiva.com,,
Leeanne Franceschelli,Leeanne,,Franceschelli,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Leeanne@selectiva.com,,
Leeland Chaffyn,Leeland,,Chaffyn,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeelandChaffyn@selectiva.com,,
Legra Camis,Legra,,Camis,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LegraCamis@selectiva.com,,
Leicester Hodgets,Leicester,,Hodgets,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeicesterHodgets@selectiva.com,,
Leicester Wenderoth,Leicester,,Wenderoth,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeicesterWenderoth@selectiva.com,,
Leigh Copplestone,Leigh,,Copplestone,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Leigh@selectiva.com,,
Lela Lawlings,Lela,,Lawlings,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LelaLawlings@selectiva.com,,
Lemar Baden,Lemar,,Baden,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LemarBaden@selectiva.com,,
Lemmie Hamner,Lemmie,,Hamner,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lemmie@selectiva.com,,
Lemmie Ithell,Lemmie,,Ithell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lemmie@selectiva.com,,
Lenka Menham,Lenka,,Menham,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lenka@selectiva.com,,
Leola Lenin,Leola,,Lenin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeolaLenin@selectiva.com,,
Leon Moukes,Leon,,Moukes,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeonMoukes@selectiva.com,,
Leona Hannabuss,Leona,,Hannabuss,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeonaHannabuss@selectiva.com,,
Leona Lourens,Leona,,Lourens,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeonaLourens@selectiva.com,,
Leonhard Trees,Leonhard,,Trees,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeonhardTrees@selectiva.com,,
Leopold Jantot,Leopold,,Jantot,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LeopoldJantot@selectiva.com,,
Lesly Moncreiff,Lesly,,Moncreiff,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lesly@selectiva.com,,
Lester Colbeck,Lester,,Colbeck,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LesterColbeck@selectiva.com,,
Lesya Bolduc,Lesya,,Bolduc,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lesya@selectiva.com,,
Leta Innis,Leta,,Innis,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LetaInnis@selectiva.com,,
Lethia Bowery,Lethia,,Bowery,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lethia@selectiva.com,,
Levey Redmain,Levey,,Redmain,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Levey@selectiva.com,,
Levon Brussels,Levon,,Brussels,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LevonBrussels@selectiva.com,,
Lew Budcock,Lew,,Budcock,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LewBudcock@selectiva.com,,
Lewes Sterzaker,Lewes,,Sterzaker,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lewes@selectiva.com,,
Lewie Gillogley,Lewie,,Gillogley,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lewie@selectiva.com,,
Lexy Sollom,Lexy,,Sollom,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LexySollom@selectiva.com,,
Lianna Murden,Lianna,,Murden,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LiannaMurden@selectiva.com,,
Libbey Burchell,Libbey,,Burchell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LibbeyBurchell@selectiva.com,,
Libbi Dillamore,Libbi,,Dillamore,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LibbiDillamore@selectiva.com,,
Lila Jorger,Lila,,Jorger,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LilaJorger@selectiva.com,,
Lillian Hellmer,Lillian,,Hellmer,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LillianHellmer@selectiva.com,,
Lily Lapides,Lily,,Lapides,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LilyLapides@selectiva.com,,
Lina Glenton,Lina,,Glenton,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lina@selectiva.com,,
Lina McKnish,Lina,,McKnish,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LinaMcKnish@selectiva.com,,
Lina Scrowson,Lina,,Scrowson,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lina@selectiva.com,,
Linc Storr,Linc,,Storr,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LincStorr@selectiva.com,,
Lindi Filochov,Lindi,,Filochov,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lindi@selectiva.com,,
Lindsay Shears,Lindsay,,Shears,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LindsayShears@selectiva.com,,
Lindsey Bennet,Lindsey,,Bennet,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LindseyBennet@selectiva.com,,
Lindsy Boteman,Lindsy,,Boteman,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LindsyBoteman@selectiva.com,,
Lisa Gloyens,Lisa,,Gloyens,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lisa@selectiva.com,,
Lisette Bavage,Lisette,,Bavage,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LisetteBavage@selectiva.com,,
Lisette Godden,Lisette,,Godden,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lisette@selectiva.com,,
Lissy Greatham,Lissy,,Greatham,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lissy@selectiva.com,,
Liuka Stealey,Liuka,,Stealey,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LiukaStealey@selectiva.com,,
Liv Drynan,Liv,,Drynan,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LivDrynan@selectiva.com,,
Livvy MacGarrity,Livvy,,MacGarrity,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LivvyMacGarrity@selectiva.com,,
Lizabeth Petr,Lizabeth,,Petr,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lizabeth@selectiva.com,,
Lizzie Prestwich,Lizzie,,Prestwich,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lizzie@selectiva.com,,
Llywellyn O'Fogerty,Llywellyn,,O'Fogerty,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LlywellynO'Fogerty@selectiva.com,,
Llywellyn Willcott,Llywellyn,,Willcott,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LlywellynWillcott@selectiva.com,,
Lodovico Danilchev,Lodovico,,Danilchev,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LodovicoDanilchev@selectiva.com,,
Lodovico Soall,Lodovico,,Soall,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LodovicoSoall@selectiva.com,,
Loise Simounet,Loise,,Simounet,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LoiseSimounet@selectiva.com,,
Lokesh Gupta,Lokesh,,Gupta,,,,,,,,,,,,,,,,,,,,,,,,,* myContacts,,lokesh@selectiva.com,* ,Lokesh@selectiva.com
Lolly Parradice,Lolly,,Parradice,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LollyParradice@selectiva.com,,
Lon Longbottom,Lon,,Longbottom,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LonLongbottom@selectiva.com,,
Lon Syphas,Lon,,Syphas,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lon@selectiva.com,,
Loni Deluze,Loni,,Deluze,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Loni@selectiva.com,,
Loni McElrea,Loni,,McElrea,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Loni@selectiva.com,,
Loni Peacop,Loni,,Peacop,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Loni@selectiva.com,,
Loni Stobbs,Loni,,Stobbs,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LoniStobbs@selectiva.com,,
Lonnard McLeoid,Lonnard,,McLeoid,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lonnard@selectiva.com,,
Loraine Bestall,Loraine,,Bestall,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LoraineBestall@selectiva.com,,
Loraine Pidon,Loraine,,Pidon,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LorainePidon@selectiva.com,,
Lorelle Naismith,Lorelle,,Naismith,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LorelleNaismith@selectiva.com,,
Loren Lockner,Loren,,Lockner,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LorenLockner@selectiva.com,,
Loren Slegg,Loren,,Slegg,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Loren@selectiva.com,,
Loren Thornebarrow,Loren,,Thornebarrow,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LorenThornebarrow@selectiva.com,,
Lorenza Audibert,Lorenza,,Audibert,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LorenzaAudibert@selectiva.com,,
Lorenza Jearum,Lorenza,,Jearum,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LorenzaJearum@selectiva.com,,
Loria Longhorn,Loria,,Longhorn,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LoriaLonghorn@selectiva.com,,
Lorna Adriano,Lorna,,Adriano,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lorna@selectiva.com,,
Lorri Davidovsky,Lorri,,Davidovsky,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lorri@selectiva.com,,
Lorri Sturch,Lorri,,Sturch,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LorriSturch@selectiva.com,,
Lory Goade,Lory,,Goade,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lory@selectiva.com,,
Lotti Frigot,Lotti,,Frigot,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LottiFrigot@selectiva.com,,
Lottie Mattevi,Lottie,,Mattevi,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LottieMattevi@selectiva.com,,
Lou Filkin,Lou,,Filkin,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lou@selectiva.com,,
Lou McClurg,Lou,,McClurg,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lou@selectiva.com,,
Lou Spillman,Lou,,Spillman,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LouSpillman@selectiva.com,,
Louie Edgcombe,Louie,,Edgcombe,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Louie@selectiva.com,,
Louise Horrell,Louise,,Horrell,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LouiseHorrell@selectiva.com,,
Lovell Askam,Lovell,,Askam,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Lovell@selectiva.com,,
Loy Innwood,Loy,,Innwood,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LoyInnwood@selectiva.com,,
Loy Katz,Loy,,Katz,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,Loy@selectiva.com,,
Loydie Neave,Loydie,,Neave,,,,,,,,,,,,,,,,,,,,,,,,,Imported on 12/27 ::: * myContacts,* Other,LoydieNeave@selectiva.com,,
